halfway,100
softly,100
sudden,100
Weasleys,100
attacked,100
remained,100
Madame,100
living,99
notice,99
forehead,99
voices,99
YOU,99
strode,99
filled,99
truth,99
part,99
footsteps,99
beyond,99
Here,99
staff,99
Mad-Eye,99
keeping,98
cat,98
certainly,98
firmly,98
somewhere,98
line,98
send,98
corridors,98
placed,98
means,98
twelve,97
Nearly,97
showed,97
Two,97
screamed,97
cup,97
wondering,97
Head,97
Fang,97
view,97
Mundungus,97
normal,96
step,96
lit,96
food,96
drink,96
eagerly,96
sank,96
page,96
Because,96
path,96
spent,95
whatever,95
asleep,95
purple,95
bet,95
fer,95
headmaster,95
brightly,95
Ernie,95
bathroom,94
tail,94
putting,94
fight,94
D,94
Charlie,94
bellowed,94
fear,93
Albus,93
bring,93
minute,93
usually,93
join,93
rolled,93
nasty,93
visit,93
shock,93
Have,93
thinks,93
frowning,93
diary,93
throwing,92
group,92
fixed,92
impatiently,92
yer,92
closely,92
cage,92
broomstick,92
single,91
sense,91
cut,91
itself,91
worked,91
safe,91
beaming,91
marble,91
seven,91
master,91
Sir,90
conversation,90
showing,89
unless,89
often,89
asking,89
wind,89
hurrying,89
term,89
waving,89
doubt,89
fly,89
Severus,89
Okay,89
deserted,89
Department,89
sister,88
hiding,88
hissed,88
snarled,88
``,88
Go,88
crossed,88
glad,88
leaned,88
Bludger,88
using,88
Chamber,88
obviously,87
Even,87
maybe,87
sideways,87
change,87
Once,87
terrified,87
Anyway,87
touch,87
growled,87
Listen,87
Charm,87
hoping,86
tall,86
liked,86
weeks,86
Three,86
copy,86
falling,86
love,86
Dursley,85
Or,85
mention,85
busy,85
ball,85
dream,85
stretched,85
tomorrow,85
scared,85
powerful,85
eyebrows,85
hanging,85
muttering,85
grass,85
emerged,85
Privet,84
missed,84
changed,84
early,84
live,84
handed,84
finger,84
deal,84
house-elf,84
Scrimgeour,84
Drive,83
perfectly,83
twice,83
explain,83
me.,83
nearest,83
Only,83
grabbed,83
waved,83
skin,83
thrown,83
tables,83
fallen,83
dungeon,83
months,83
attempt,83
champions,83
spotted,82
bedroom,82
shoulders,82
shouldn,82
letters,82
writing,82
furious,82
plan,82
earth,82
row,82
forget,82
goblet,82
Quaffle,82
approached,82
surface,82
secret,81
seems,81
neither,81
luck,81
present,81
trembling,81
anger,81
facing,81
inches,81
definitely,81
Longbottom,81
pass,81
Charms,81
save,81
Curse,81
figure,81
brain,81
highly,81
whisper,80
dare,80
seriously,80
worst,80
By,80
nine,80
hot,80
seats,80
quick,80
Kingsley,80
tight,79
lucky,79
questions,79
fall,79
badly,79
passing,79
witches,79
nervous,79
Lee,79
fault,79
flames,79
hearing,79
dementor,79
excitedly,78
Was,78
sounding,78
growing,78
poor,78
cupboard,78
shortly,78
Never,78
die,78
spells,78
Wizarding,78
recognized,78
Fat,78
Headless,78
student,78
However,78
party,78
swept,77
pressed,77
curse,77
ones,77
play,77
Sprout,77
Divination,77
split,76
business,76
favorite,76
flat,76
OF,76
follow,76
teach,76
names,76
deeply,76
gleaming,76
distant,76
detention,76
Mark,76
Stan,76
coldly,75
force,75
lunch,75
carried,75
ink,75
wooden,75
Nobody,75
Transfiguration,75
scarlet,75
check,75
shining,75
brother,75
compartment,75
form,75
anybody,75
screaming,74
realize,74
Perhaps,74
beard,74
sharp,74
Something,74
eh,74
wonder,74
Cornelius,74
stuck,74
anxiously,74
pretty,74
Gryffindors,74
bin,74
fifty,74
shouting,74
Triwizard,74
Every,73
problem,73
S,73
holidays,73
soft,73
helped,73
hung,73
bell,73
twins,73
invisible,73
rising,73
hesitated,73
tip,73
Prince,73
garden,72
calmly,72
uncle,72
rang,72
easy,72
reach,72
twenty,72
expelled,72
headed,72
Thanks,72
prefect,72
everybody,72
drawing,72
creatures,72
Molly,72
lips,71
famous,71
smell,71
Harry.,71
downstairs,71
certain,71
shrieked,71
Some,71
sounds,71
pitch,71
Ludo,71
People,70
pull,70
determined,70
unable,70
frightened,70
somehow,70
size,70
Marge,70
sighed,70
fighting,70
interested,70
breathing,70
packed,70
among,70
midair,70
patch,70
Stone,70
Firenze,70
Ogden,70
Pensieve,70
sped,69
wake,69
warning,69
thanks,69
Yeh,69
human,69
halt,69
excitement,69
leading,69
echoed,69
upward,69
Lady,69
desperately,69
happening,68
fat,68
hurry,68
joke,68
Please,68
dunno,68
glittering,68
thoughts,68
soared,68
further,68
feast,68
lowered,68
impression,68
Colin,68
Frank,68
McLaggen,68
anywhere,67
Sorry,67
written,67
worth,67
rat,67
hide,67
burning,67
eat,67
pile,67
Thank,67
lifted,67
World,67
position,67
Borgin,67
aware,67
him.,66
louder,66
spider,66
money,66
control,66
pause,66
blank,66
heading,66
Creatures,66
slammed,65
careful,65
trust,65
birthday,65
strong,65
write,65
sick,65
moments,65
properly,65
understood,65
ugly,65
Master,65
Their,64
bound,64
anxious,64
game,64
relief,64
sometimes,64
Still,64
peering,64
loads,64
classes,64
serious,64
paused,64
goal,64
wings,64
saved,64
hoped,63
cleared,63
age,63
London,63
mistake,63
Mr,63
narrow,63
silvery,63
ghost,63
flung,63
escaped,63
members,63
Morfin,63
thank,62
clothes,62
harder,62
shocked,62
dozen,62
grip,62
knowing,62
demanded,62
suggested,62
fit,62
Saturday,62
cool,62
leaning,62
notes,62
village,62
dragons,62
solid,62
smoke,62
Galleons,62
higher,62
nearby,62
landing,62
fresh,62
tone,62
attempted,62
Fawkes,62
mood,61
learned,61
awake,61
drop,61
sun,61
danger,61
checking,61
Someone,61
fun,61
list,61
grinned,61
Alley,61
month,61
guard,61
miss,61
creature,61
stadium,61
stands,61
essay,61
final,61
hundreds,60
surely,60
brown,60
locked,60
imagine,60
missing,60
Like,60
extra,60
interest,60
plate,60
believed,60
fourth,60
cover,60
although,59
rain,59
glance,59
scream,59
horror,59
received,59
ill,59
crack,59
jus,59
rage,59
chairs,59
security,59
panted,59
whistle,59
familiar,59
avoid,59
contact,59
delighted,59
teaching,59
werewolf,59
previous,59
basin,59
useful,58
buy,58
armchair,58
distance,58
kicked,58
wished,58
breaking,58
Got,58
cast,58
Before,58
soul,58
difficulty,58
interesting,58
color,58
excited,58
Both,58
Sorting,58
Pansy,58
raising,58
directly,58
tournament,58
Narcissa,58
dressed,57
complete,57
gently,57
escape,57
ignored,57
touched,57
panic,57
settled,57
tent,57
marched,57
eating,57
curtains,57
Norris,57
rid,57
movement,57
likely,57
Durmstrang,57
nodding,56
crying,56
finish,56
ripped,56
rock,56
lower,56
mum,56
glaring,56
wave,56
win,56
dived,56
caused,56
remain,56
carriage,56
hippogriff,56
Grawp,56
everywhere,55
grin,55
gets,55
aunt,55
pretending,55
bought,55
wildly,55
post,55
wanting,55
twisted,55
platform,55
effort,55
space,55
fury,55
gaze,55
therefore,55
fellow,55
butterbeer,55
Patronus,55
Beauxbatons,55
peered,54
powers,54
wild,54
visible,54
socks,54
glancing,54
squeaked,54
weight,54
failed,54
dancing,54
pay,54
impossible,54
wrote,54
excellent,54
badge,54
slip,54
Seeker,54
inch,54
St.,54
abruptly,54
champion,54
attempting,54
lose,53
crash,53
Figg,53
wood,53
yellow,53
From,53
agreed,53
clean,53
doorway,53
shadows,53
keen,53
finding,53
leaves,53
stunned,53
double,53
unpleasant,53
warm,53
Hooch,53
struggling,53
dreams,53
scene,53
Viktor,53
dull,52
act,52
lived,52
gotten,52
tired,52
possibly,52
Tell,52
Didn,52
darkly,52
Room,52
easily,52
Gringotts,52
speed,52
expecting,52
Hello,52
brooms,52
King,52
striding,52
losing,52
opening,52
lead,52
ages,52
zoomed,52
Alicia,52
makes,52
Peter,52
Auror,52
oddly,51
them.,51
reminded,51
handsome,51
envelope,51
spread,51
fireplace,51
journey,51
Keeper,51
station,51
examining,51
brilliant,51
pushing,51
floating,51
calling,51
sending,51
helping,51
knife,51
echoing,51
Barty,51
stare,50
Next,50
Would,50
bowed,50
level,50
AND,50
flash,50
private,50
confused,50
filthy,50
wonderful,50
decide,50
rubbish,50
temper,50
scrambled,50
learn,50
clapped,50
C,50
becoming,50
children,50
shadow,50
answered,50
applause,50
dress,50
stuffed,50
Had,50
lawn,50
throw,50
objects,50
lie,50
mine,50
Hi,50
convinced,50
exams,50
innocent,50
exam,50
Secrets,50
Grubbly-Plank,50
order,49
Most,49
swallowed,49
bottles,49
stick,49
bitterly,49
straightened,49
explained,49
Course,49
History,49
crystal,49
Diagon,49
study,49
lift,49
goes,49
surrounded,49
Hey,49
sprinted,49
dragged,49
choice,49
including,49
prepared,49
instructions,49
contents,49
thoroughly,49
Rosmerta,49
Mungo,49
amount,48
overhead,48
upset,48
mumbled,48
irritably,48
gigantic,48
bowl,48
lap,48
kindly,48
panting,48
Several,48
Jordan,48
fist,48
forgot,48
taught,48
fought,48
clearing,48
continue,48
breathed,48
rolling,48
rules,48
fifth,48
grimly,48
entirely,48
fully,48
Care,48
closing,48
Tournament,48
Gaunt,48
eight,47
Little,47
dashed,47
statue,47
persuade,47
spiders,47
eggs,47
cry,47
company,47
faint,47
clutched,47
sunlight,47
tied,47
slight,47
sparks,47
impressed,47
brave,47
mentioned,47
picking,47
glared,47
Justin,47
interrupted,47
Our,47
singing,47
Binns,47
ignoring,47
handle,47
troll,47
snow,47
message,47
calm,47
centaur,47
blankly,47
support,47
Potion,47
boggart,47
Pigwidgeon,47
mustache,46
gazed,46
wife,46
stars,46
wet,46
spectacles,46
eleven,46
Really,46
roar,46
staying,46
appearance,46
jump,46
chocolate,46
knock,46
whenever,46
knocking,46
abou,46
tongue,46
beak,46
cause,46
orders,46
folded,46
barrier,46
desperate,46
offered,46
dropping,46
Herbology,46
ward,46
curled,46
massive,46
enjoying,46
tower,46
dying,46
disappointed,46
Excellent,46
admit,46
vaguely,46
shrugged,46
evidence,46
Deathly,46
Hallows,46
whispering,45
older,45
blame,45
Potter.,45
lights,45
here.,45
grew,45
newspaper,45
plates,45
shout,45
Take,45
carry,45
warned,45
handing,45
passage,45
setting,45
Ollivander,45
simple,45
Parkinson,45
Thomas,45
suit,45
obvious,45
effect,45
bow,45
ring,45
smashed,45
house-elves,45
Gilderoy,45
considered,45
causing,45
mass,45
Mysteries,45
Phineas,45
blinked,44
report,44
weather,44
crept,44
midnight,44
baby,44
curiously,44
balls,44
barked,44
toilet,44
curious,44
trunks,44
test,44
Will,44
center,44
wiping,44
portraits,44
seventh,44
protection,44
figures,44
bang,44
plenty,44
Burrow,44
planning,44
indignantly,44
Aragog,44
Remus,44
silently,43
relieved,43
murmured,43
hats,43
sink,43
dirty,43
shelves,43
beat,43
package,43
whipped,43
rubbing,43
Dear,43
horse,43
lock,43
needs,43
aloud,43
slow,43
Cauldron,43
quills,43
hate,43
lives,43
played,43
mon,43
Hat,43
Zabini,43
spiral,43
changing,43
exchanged,43
rush,43
enter,43
lip,43
ended,43
refused,43
cabinet,43
memories,43
good-bye,42
sleeping,42
Lily,42
places,42
sleeve,42
crowded,42
safely,42
training,42
croaked,42
painful,42
yours,42
Blimey,42
welcome,42
moon,42
checked,42
removed,42
board,42
lines,42
sweeping,42
cheerful,42
overheard,42
Moaning,42
lies,42
centaurs,42
staggered,42
permission,42
remaining,42
pleasure,42
Though,42
circular,42
comes,42
Bertha,42
Requirement,42
None,41
backed,41
jerked,41
sinking,41
lamp,41
now.,41
pretend,41
wore,41
difference,41
hopefully,41
bank,41
tapped,41
stayed,41
beds,41
count,41
You-Know-,41
mark,41
clenched,41
weak,41
toad,41
nowhere,41
bar,41
dusty,41
briskly,41
keeps,41
shown,41
song,41
farther,41
clue,41
member,41
startled,41
icy,41
breathlessly,41
spun,41
insides,41
listened,41
soaring,41
godfather,41
Grimmauld,41
Occlumency,41
Horcrux,41
woke,40
shake,40
struck,40
telephone,40
behavior,40
square,40
These,40
bringing,40
laid,40
orange,40
hated,40
wrapped,40
risk,40
miserably,40
pieces,40
ways,40
Monday,40
pockets,40
marks,40
First,40
draw,40
wizarding,40
fiercely,40
Give,40
Nimbus,40
clever,40
roots,40
occurred,40
dry,40
coolly,40
beamed,40
chosen,40
struggled,40
appear,40
terror,40
guilty,40
Flint,40
discovered,40
heaved,40
due,40
till,40
catching,40
allow,40
article,40
Place,40
Imperius,40
proud,39
signs,39
noticing,39
strangely,39
lately,39
Could,39
special,39
miserable,39
vision,39
bearing,39
surrounding,39
ignore,39
burned,39
wrenched,39
bags,39
International,39
roll,39
evil,39
Bones,39
sadly,39
excuse,39
Which,39
annoyed,39
again.,39
raise,39
chamber,39
imagined,39
weakly,39
Finnigan,39
pick,39
pajamas,39
monster,39
jet,39
concerned,39
state,39
Broomsticks,39
larger,39
stopping,39
Creevey,39
bleeding,39
circle,39
skull,39
Smith,39
D.A,39
Marietta,39
road,38
grunted,38
About,38
muffled,38
Ten,38
grown,38
moaned,38
sneered,38
noises,38
liquid,38
lined,38
More,38
ingredients,38
unicorn,38
phoenix,38
snatched,38
pumpkin,38
card,38
smooth,38
Keep,38
branches,38
pounding,38
spoken,38
men,38
Hog,38
bird,38
juice,38
murdered,38
bedside,38
righ,38
murder,38
Map,38
greatest,37
silly,37
unusual,37
horribly,37
handkerchief,37
jumping,37
underneath,37
vast,37
cousin,37
Finally,37
hitting,37
High,37
quivering,37
fists,37
instantly,37
Brown,37
rattling,37
servant,37
beautiful,37
Express,37
hang,37
yell,37
candles,37
brains,37
speech,37
sprang,37
spat,37
sooner,37
damage,37
conjured,37
Bell,37
yelling,37
spinning,37
sobbing,37
all.,37
choked,37
suspicious,37
alarmed,37
giants,37
Horcruxes,37
opinion,36
acting,36
frozen,36
Instead,36
swooped,36
discuss,36
pictures,36
bits,36
Out,36
cracked,36
swear,36
trip,36
sides,36
ducked,36
toast,36
Five,36
bewildered,36
Minerva,36
faded,36
ordinary,36
Spells,36
manage,36
Thousand,36
pub,36
deeper,36
boxes,36
foolish,36
search,36
tore,36
letting,36
date,36
Oliver,36
uncomfortable,36
feelings,36
jinx,36
mist,36
bother,36
knowledge,36
pages,36
erupted,36
horrified,36
O.W.L.s,36
traveling,36
Apparate,36
accompanied,36
Wait,36
sensation,36
Marauder,36
Aurors,36
tha,36
Dolores,36
involved,35
promise,35
Yet,35
wear,35
frantically,35
Another,35
wishing,35
k,35
dangling,35
alarm,35
damp,35
steal,35
exploded,35
positively,35
TO,35
that.,35
Forest,35
Houses,35
Those,35
paid,35
Hang,35
oak,35
Hufflepuffs,35
bulging,35
Over,35
pairs,35
clouds,35
horses,35
bending,35
sticking,35
dormitories,35
weapon,35
jar,35
smirking,35
feeble,35
recognize,35
desire,35
replaced,35
injured,35
likes,35
fifteen,35
bench,35
necklace,35
emerging,35
matters,35
plans,35
wardrobe,35
Phoenix,35
supporters,35
opportunity,35
seventeen,35
Delacour,35
country,34
trick,34
normally,34
shooting,34
drawn,34
distinctly,34
sobbed,34
reply,34
fair,34
racing,34
squeezed,34
shadowy,34
wiped,34
upside,34
Dunno,34
Be,34
ends,34
Fine,34
nostrils,34
bite,34
talked,34
flashed,34
ourselves,34
studying,34
tunnel,34
uncertainly,34
dragging,34
dungeons,34
password,34
madly,34
practicing,34
Captain,34
suspected,34
outstretched,34
ancient,34
squealed,34
swinging,34
weekend,34
source,34
Montague,34
Zacharias,34
suggest,33
faintly,33
future,33
groaned,33
presents,33
smoothly,33
gap,33
bored,33
sorts,33
rude,33
pack,33
boat,33
sliding,33
frame,33
stronger,33
friendly,33
beating,33
goblin,33
thirteen,33
fork,33
extraordinary,33
dust,33
us.,33
rounded,33
Chocolate,33
armor,33
arrival,33
rise,33
thud,33
Patil,33
squinting,33
forcing,33
yard,33
Many,33
poison,33
Forbidden,33
situation,33
bones,33
dreadful,33
unconscious,33
chin,33
satisfied,33
presence,33
gates,33
bear,32
Potters,32
cloaks,32
contrary,32
screwed,32
Half,32
families,32
ribs,32
rapidly,32
swiftly,32
younger,32
OUT,32
hungry,32
rooms,32
School,32
ta,32
born,32
NOT,32
miles,32
buried,32
broomsticks,32
Leaky,32
maze,32
twisting,32
Father,32
gloomily,32
fangs,32
charm,32
misty,32
happens,32
sigh,32
Shut,32
prefects,32
there.,32
sixth,32
brothers,32
tipped,32
players,32
cared,32
signed,32
searching,32
wine,32
forever,32
happiness,32
bodies,32
Certainly,32
perform,32
prevent,32
suspiciously,32
particular,32
powder,32
continuing,32
prospect,32
swirling,32
shrugging,32
progress,32
correct,32
cave,32
Felix,32
Merope,32
cheek,31
yesterday,31
narrowed,31
guess,31
perfect,31
coat,31
faster,31
shiny,31
up.,31
upright,31
urgently,31
accept,31
hurtled,31
feathers,31
reflected,31
Cross,31
cards,31
lurking,31
flight,31
ghosts,31
earlier,31
reveal,31
wherever,31
add,31
widely,31
rows,31
perched,31
thousand,31
slumped,31
foul,31
froze,31
thoughtfully,31
ashamed,31
potions,31
killing,31
exhausted,31
motionless,31
instant,31
sentence,31
hoarsely,31
drank,31
weird,31
avoiding,31
tense,31
